Broad_ID,CCLE_Name,Aliases,COSMIC_ID,Sanger ID,Primary Disease,Subtype Disease,Gender,Source
ACH-002206,WM278_SKIN,,1240226,2155,Melanoma,,,Sanger
ACH-002207,WM35_SKIN,,1299080,1156,Melanoma,,,Sanger
ACH-002208,YMB1E_BREAST,,1303911,317,Breast Carcinoma,,,Sanger
ACH-002209,ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910944,1637,B-Lymphoblastic Leukemia,,,Sanger
ACH-002210,ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906765,2198,Non-Cancerous,,,Sanger
ACH-002211,BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910705,48,B-Lymphoblastic Leukemia,,,Sanger
ACH-002212,BB30HNC_HEAD_AND_NECK,,753531,64,Head and Neck Carcinoma,,,Sanger
ACH-002213,BB49HNC_HEAD_AND_NECK,,753532,1522,Head and Neck Carcinoma,,,Sanger
ACH-002214,BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910919,585,B-Cell Non-Hodgkin\'s Lymphoma,,,Sanger
ACH-002215,BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910918,590,B-Cell Non-Hodgkin\'s Lymphoma,,,Sanger
ACH-002216,BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906763,603,T-Lymphoblastic Leukemia,,,Sanger
ACH-002217,BE2M17_NERVOUS_SYSTEM,,753616,1320,Neuroblastoma,,,Sanger
ACH-002218,CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910688,185,Acute Myeloid Leukemia,,,Sanger
ACH-002219,COLO320HSR_LARGE_INTESTINE,,910569,2128,Colorectal Carcinoma,,,Sanger
ACH-002220,CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906807,566,B-Cell Non-Hodgkin\'s Lymphoma,,,Sanger
ACH-002221,CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,949088,2129,B-Cell Non-Hodgkin\'s Lymphoma,,,Sanger
ACH-002222,CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753548,1034,Acute Myeloid Leukemia,,,Sanger
ACH-002223,D245MG_NERVOUS_SYSTEM,,946366,1249,Glioblastoma,,,Sanger
ACH-002224,D247MG_NERVOUS_SYSTEM,,946367,1075,Glioblastoma,,,Sanger
ACH-002225,D263MG_NERVOUS_SYSTEM,,946368,453,Glioblastoma,,,Sanger
ACH-002226,D336MG_NERVOUS_SYSTEM,,946369,609,Glioblastoma,,,Sanger
ACH-002227,D392MG_NERVOUS_SYSTEM,,946370,1527,Glioblastoma,,,Sanger
ACH-002228,D423MG_NERVOUS_SYSTEM,,946372,2092,Glioblastoma,,,Sanger
ACH-002229,D502MG_NERVOUS_SYSTEM,,946373,768,Glioblastoma,,,Sanger
ACH-002230,D542MG_NERVOUS_SYSTEM,,753549,898,Glioblastoma,,,Sanger
ACH-002231,D566MG_NERVOUS_SYSTEM,,946377,2093,Glioblastoma,,,Sanger
ACH-002232,DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906838,188,Burkitt\'s Lymphoma,,,Sanger
ACH-002233,DIFI_LARGE_INTESTINE,,1789883,1625,Colorectal Carcinoma,,,Sanger
ACH-002234,DOK_HEAD_AND_NECK,,910936,162,Head and Neck Carcinoma,,,Sanger
ACH-002235,DSH1_BLADDER,,753552,900,Bladder Carcinoma,,,Sanger
ACH-002236,EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906847,581,Burkitt\'s Lymphoma,,,Sanger
ACH-002237,ETK1_BILIARY_TRACT,,906861,323,Biliary Tract Carcinoma,,,Sanger
ACH-002238,GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906877,1709,B-Lymphoblastic Leukemia,,,Sanger
ACH-002239,H3118_HEAD_AND_NECK,,1240140,93,Head and Neck Carcinoma,,,Sanger
ACH-002240,H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907043,903,T-Cell Non-Hodgkin\'s Lymphoma,,,Sanger
ACH-002241,HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,949153,1192,B-Lymphoblastic Leukemia,,,Sanger
ACH-002242,HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907044,637,Other Blood Carcinomas,,,Sanger
ACH-002243,HCE4_ESOPHAGUS,,753559,2077,Esophageal Squamous Cell Carcinoma,,,Sanger
ACH-002244,HO1N1_HEAD_AND_NECK,,924111,706,Head and Neck Carcinoma,,,Sanger
ACH-002245,HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1322218,1243,Hodgkins Lymphoma,,Female,ATCC
ACH-002246,HS633T_SOFT_TISSUE,,1240149,1568,Other Solid Carcinomas,,,Sanger
ACH-002247,IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753563,1574,Non-Cancerous,,,Sanger
ACH-002248,IMR5_NERVOUS_SYSTEM,,907170,431,Neuroblastoma,,,Sanger
ACH-002249,JHU011_HEAD_AND_NECK,,1240161,1233,Head and Neck Carcinoma,,,Sanger
ACH-002250,JHU022_HEAD_AND_NECK,,1240162,615,Head and Neck Carcinoma,,,Sanger
ACH-002251,JHU029_HEAD_AND_NECK,,1298156,74,Head and Neck Carcinoma,,,Sanger
ACH-002252,JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907268,1941,Burkitt\'s Lymphoma,,,Sanger
ACH-002253,JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327769,1378,B-Cell Non-Hodgkin\'s Lymphoma,,,Sanger
ACH-002254,KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327773,1030,B-Cell Non-Hodgkin\'s Lymphoma,,,Sanger
ACH-002255,KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327774,2177,B-Lymphoblastic Leukemia,,,Sanger
ACH-002256,KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907272,617,T-Lymphoblastic Leukemia,,,Sanger
ACH-002257,KINGS1_NERVOUS_SYSTEM,,907279,217,Low Grade Glioma,,,Sanger
ACH-002258,KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907280,1803,Acute Myeloid Leukemia,,,Sanger
ACH-002259,KNS81FD_NERVOUS_SYSTEM,,924188,1150,Glioblastoma,,,Sanger
ACH-002260,KOSC2_HEAD_AND_NECK,,753570,315,Head and Neck Carcinoma,,,Sanger
ACH-002261,KPNYS_NERVOUS_SYSTEM,,946363,853,Neuroblastoma,,,Sanger
ACH-002262,KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907300,1631,Acute Myeloid Leukemia,,,Sanger
ACH-002263,KYSE220_ESOPHAGUS,,1240167,1614,Esophageal Squamous Cell Carcinoma,,,Sanger
ACH-002264,KYSE50_ESOPHAGUS,,1298222,1939,Esophageal Squamous Cell Carcinoma,,,Sanger
ACH-002265,LB771HNC_HEAD_AND_NECK,,753583,12,Head and Neck Carcinoma,,,Sanger
ACH-002266,LB831BLC_BLADDER,,753584,1267,Bladder Carcinoma,,,Sanger
ACH-002267,LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907787,583,B-Lymphoblastic Leukemia,,,Sanger
ACH-002268,LN405_NERVOUS_SYSTEM,,910694,1505,Glioblastoma,,,Sanger
ACH-002269,LNZTA3WT4_NERVOUS_SYSTEM,,1240170,1793,Low Grade Glioma,,,Sanger
ACH-002270,MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,683665,49,Non-Cancerous,,,Sanger
ACH-002271,MFHINO_SOFT_TISSUE,,925343,2069,Other Solid Carcinomas,,,Sanger
ACH-002272,MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908136,788,B-Cell Non-Hodgkin\'s Lymphoma,,,Sanger
ACH-002273,ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908141,628,Acute Myeloid Leukemia,,,Sanger
ACH-002274,MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908142,1228,Other Blood Carcinomas,,,Sanger
ACH-002275,MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908143,1177,B-Lymphoblastic Leukemia,,,Sanger
ACH-002276,MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330960,126,Other Blood Carcinomas,,,Sanger
ACH-002277,NBTU110_NERVOUS_SYSTEM,,1240181,730,Neuroblastoma,,,Sanger
ACH-002278,NB10_NERVOUS_SYSTEM,,949171,1033,Neuroblastoma,,,Sanger
ACH-002279,NB12_NERVOUS_SYSTEM,,949172,1779,Neuroblastoma,,,Sanger
ACH-002280,NB13_NERVOUS_SYSTEM,,949177,215,Neuroblastoma,,,Sanger
ACH-002281,NB14_NERVOUS_SYSTEM,,949178,32,Neuroblastoma,,,Sanger
ACH-002282,NB17_NERVOUS_SYSTEM,,949175,159,Neuroblastoma,,,Sanger
ACH-002283,NB5_NERVOUS_SYSTEM,,949176,2071,Neuroblastoma,,,Sanger
ACH-002284,NB6_NERVOUS_SYSTEM,,949173,2258,Neuroblastoma,,,Sanger
ACH-002285,NB7_NERVOUS_SYSTEM,,949174,1861,Neuroblastoma,,,Sanger
ACH-002286,NCIH128_LUNG,,753597,1234,Small Cell Lung Carcinoma,,,Sanger
ACH-002287,NCIH630_LARGE_INTESTINE,,908482,338,Colorectal Carcinoma,,,Sanger
ACH-002288,NEC8_TESTIS,,910942,1394,Other Solid Carcinomas,,,Sanger
ACH-002289,NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330981,424,Other Blood Carcinomas,,,Sanger
ACH-002290,NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908448,1488,Acute Myeloid Leukemia,,,Sanger
ACH-002291,NTERA2CLD1_TESTIS,,908454,229,Other Solid Carcinomas,,,Sanger
ACH-002292,OACP4C_ESOPHAGUS,,1503362,966,Esophageal Adenocarcinoma,,,Sanger
ACH-002293,P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330987,1617,Burkitt\'s Lymphoma,,,Sanger
ACH-002294,PCI15A_HEAD_AND_NECK,,1240204,1217,Head and Neck Carcinoma,,,Sanger
ACH-002295,PCI30_HEAD_AND_NECK,,1298529,1042,Head and Neck Carcinoma,,,Sanger
ACH-002296,PCI38_HEAD_AND_NECK,,1240205,334,Head and Neck Carcinoma,,,Sanger
ACH-002297,PCI4B_HEAD_AND_NECK,,1298531,1068,Head and Neck Carcinoma,,,Sanger
ACH-002298,PCI6A_HEAD_AND_NECK,,1240206,1218,Head and Neck Carcinoma,,,Sanger
ACH-002299,QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910545,402,Acute Myeloid Leukemia,,,Sanger
ACH-002300,RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910401,68,Burkitt\'s Lymphoma,,,Sanger
ACH-002301,RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909697,69,B-Cell Non-Hodgkin\'s Lymphoma,,,Sanger
ACH-002302,RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910544,1525,Chronic Myelogenous Leukemia,,,Sanger
ACH-002303,SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331030,863,B-Cell Non-Hodgkin\'s Lymphoma,,,Sanger
ACH-002304,SKMG1_NERVOUS_SYSTEM,,909729,578,Low Grade Glioma,,,Sanger
ACH-002305,SKN3_HEAD_AND_NECK,,1299059,1910,Head and Neck Carcinoma,,,Sanger
ACH-002306,STS0421_SOFT_TISSUE,,1299061,1747,Other Solid Carcinomas,,,Sanger
ACH-002307,SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331034,1449,B-Cell Non-Hodgkin\'s Lymphoma,,,Sanger
ACH-002308,SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910209,2072,B-Lymphoblastic Leukemia,,,Sanger
ACH-002309,SW684_SOFT_TISSUE,,909754,1559,Other Solid Carcinomas,,,Sanger
ACH-002310,SW872_SOFT_TISSUE,,909756,1916,Other Solid Carcinomas,,,Sanger
ACH-002311,TE12_ESOPHAGUS,,946356,1611,Esophageal Squamous Cell Carcinoma,,,Sanger
ACH-002312,TGBC24TKB_BILIARY_TRACT,,910695,2046,Biliary Tract Carcinoma,,,Sanger
ACH-002313,TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331045,851,B-Cell Non-Hodgkin\'s Lymphoma,,,Sanger
ACH-002314,TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909773,6,Acute Myeloid Leukemia,,,Sanger
ACH-002315,SCC90_HEAD_AND_NECK,,1299052,864,Head and Neck Carcinoma,,,Sanger
ACH-002316,WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331049,1470,Non-Cancerous,,,Sanger
ACH-002317,YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,946358,1521,Other Blood Carcinomas,,,Sanger
ACH-002319,184A1_BREAST,,,,Breast Cancer,,,
ACH-002320,600MPE_BREAST,,,,Breast Cancer,,,
ACH-002321,HBL100_BREAST,,,,Breast Cancer,,,
ACH-002322,HCC2185_BREAST,,,,Breast Cancer,,,
ACH-002323,HCC2688_BREAST,,,,Breast Cancer,,,
ACH-002324,HCC3153_BREAST,,,,Breast Cancer,,,
ACH-002325,LY2_BREAST,,,,Breast Cancer,,,
ACH-002326,MACLS2_BREAST,,,,Breast Cancer,,,
ACH-002327,MCF12A_BREAST,,,,Breast Cancer,,,
ACH-002328,MX1_BREAST,,,,Breast Cancer,,,
ACH-002329,SKBR5_BREAST,,,,Breast Cancer,,,
ACH-002330,SKBR7_BREAST,,,,Breast Cancer,,,
ACH-002331,ZR75B_BREAST,,,,Breast Cancer,,,
ACH-002332,GISTT1_GASTROINTESTINAL_TRACT,,,,Colon Cancer,,,
ACH-002333,HCC827GR_LUNG,,,,Lung Cancer,,,
ACH-002334,SS1A_SOFT_TISSUE,,,,Soft Tissue Cancer,,-1,
ACH-002336,HCET_UPPER_AERODIGESTIVE_TRACT,,,,unknown,,,Sanger
ACH-002337,JHU028_LUNG,,,,lung cancer,,,Sanger
ACH-002338,M980513_SKIN,,,,melanoma,,,Sanger
ACH-002339,MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,leukemia,,,Sanger
ACH-002340,NBSUSSR_AUTONOMIC_GANGLIA,,,,neuroblastoma,,,Sanger
ACH-002341,NCIH513_LUNG,,,,lung cancer,,-1,Sanger
ACH-002342,BB30PBL_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002343,BB49EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002344,BB65EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002345,CAR1_LARGE_INTESTINE,,,,unknown,,,Sanger
ACH-002346,CP50EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002347,CP66EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002348,DIPG007_CENTRAL_NERVOUS_SYSTEM,,,,unknown,,,Sanger
ACH-002349,GBM001_CENTRAL_NERVOUS_SYSTEM,,,,unknown,,,Sanger
ACH-002350,HA7EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002351,L542_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002352,LB1047EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002353,LB2241EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002354,LB2518EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002355,LB373EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002356,LB647PBL_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002357,LB771PBL_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002358,LB831EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002359,LB996EBV_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002360,MZ1B_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002361,MZ7B_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002362,NCIBL128_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002363,NCIBL1395_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002364,NCIBL1437_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002365,NCIBL1770_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002366,NCIBL2009_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002367,NCIBL2052_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002368,NCIBL2087_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002369,NCIBL209_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002370,NCIBL2122_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002371,NCIBL2126_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002372,NCIBL2171_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002373,HCC1187_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002374,HCC1599_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002375,HCC1937_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002376,LS1034_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002377,HCC38_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002378,HCC1143_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002379,J82_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002380,COLO829_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002381,HCC2157_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002382,HCC1395_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002383,HCC2218_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002384,HCC1954_MATCHED_NORMAL_TISSUE,,,,unknown,,,Sanger
ACH-002386,M00921_SKIN,,,,Skin Cancer,,,Sanger
ACH-002387,M1203273_SKIN,,,,Skin Cancer,,-1,Sanger
ACH-002388,MET2B_SKIN,,,,Skin Cancer,,,Sanger
ACH-002389,ACN_AUTONOMIC_GANGLIA,,,,Neuroblastoma,,-1,Sanger
ACH-002390,MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,,,Sanger
ACH-002391,UDSCC2_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,,Male,Sanger
ACH-002392,SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,,Male,Sanger
ACH-002393,CROAP3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,,Male,Sanger
ACH-002394,GEO_LARGE_INTESTINE,,,,Colon Cancer,,,Sanger
ACH-002395,HUH6CLONE5_LIVER,,,,Liver Cancer,,Male,Sanger
ACH-002396,SARC9371_BONE,,,,Bone Cancer,,,Sanger
ACH-002397,KMH2_THYROID,,2054094,,Thyroid Cancer,,Male,
